id,lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity,price,reservoir_id,research_type_id,data
48921,70000,53.2509,36.471,,,0,0,51.7469,1413,1,2015-08-10
48922,5400,37.6465,78.7501,2.46947,,1,0,35.0978,1526,1,2015-09-09
48923,54000,68.9283,84.8142,,11.4359,0,0,83.3801,2637,3,2016-04-08
48924,62000,51.7907,81.4478,1.20728,12.7356,0,0,33.7026,2033,4,2018-10-19
48925,880,8.3481,31.3477,,,0,0,22.0334,2223,3,2017-12-10
48926,820,25.8227,76.9946,,13.0001,1,0,47.9876,2431,2,2011-01-07
48927,550,34.0445,99.7442,2.93814,11.2099,0,0,74.73,2745,1,2011-02-24
48928,7400,66.2983,44.0235,,13.5515,0,0,10.9206,1376,3,2018-06-16
48929,820,,85.4382,1.28512,,0,0,62.752,537,3,2021-01-14
48930,9100,46.6217,75.3881,,,0,0,14.9488,504,3,2014-11-08
48931,610,,86.0215,1.75505,14.3934,1,0,57.2353,2800,3,2012-02-24
48932,80000,27.6497,67.4647,2.4759,11.4276,0,0,87.1542,2927,1,2020-01-30
48933,8800,24.3943,90.1809,,,0,0,31.2931,2674,2,2010-06-13
48934,,53.2176,,,9.48197,1,0,31.3259,1226,2,2014-04-02
48935,99000,23.436,30.0544,,,0,0,97.0596,2774,1,2011-12-15
48936,7100,68.1481,59.19,,10.2335,1,0,91.2401,2737,2,2014-04-13
48937,6500,,50.4646,1.2498,,0,0,98.5363,667,1,2019-09-04
48938,6900,10.5083,42.3658,2.12224,,0,0,31.8495,262,1,2018-06-06
48939,9900,57.3086,52.0973,1.42427,,1,0,86.3676,2374,1,2011-12-03
48940,5000,12.4653,99.2351,1.31709,,0,0,64.514,2576,1,2014-11-04
48941,84000,6.44118,,2.44034,9.14209,0,0,83.8188,2491,4,2017-10-09
48942,73000,9.5298,76.2457,,,0,0,42.4302,2554,1,2017-09-12
48943,81000,46.6507,,,,0,0,94.148,2777,3,2017-01-24
48944,790,8.09003,68.6963,2.88073,12.7063,1,0,67.7521,1513,1,2017-03-25
48945,7000,59.5978,70.2943,,13.6231,0,0,52.3492,2000,2,2014-09-13
48946,7200,17.6536,82.0241,,11.8121,0,0,10.1856,2732,3,2016-05-12
48947,,72.7724,70.7392,,12.2309,0,0,36.6505,2366,3,2017-01-01
48948,79000,34.6945,58.2274,,9.85155,0,0,62.3867,2008,4,2013-09-08
48949,930,22.0114,,,12.0864,0,0,80.9988,1545,1,2016-12-12
48950,74000,33.81,35.3056,,13.2892,0,0,58.5191,2767,4,2018-07-10
48951,53000,52.417,49.9517,1.73918,,0,0,43.3233,2107,3,2014-08-28
48952,64000,27.4752,34.5837,,,0,0,68.9607,2797,4,2012-09-23
48953,7100,75.9647,81.7292,1.43495,10.0478,0,0,59.2097,1760,4,2018-08-23
48954,6300,9.88397,99.2498,1.81828,,1,0,68.6599,2507,4,2018-07-28
48955,58000,26.9095,72.0356,1.20998,,0,0,27.1996,2318,3,2012-10-15
48956,6700,32.6064,35.2936,2.16009,12.3088,1,0,86.9103,2806,4,2013-02-17
48957,880,32.0353,91.1434,,,0,0,96.1377,1759,4,2010-04-17
48958,530,70.406,42.372,,12.8086,0,0,98.7983,2936,4,2015-08-21
48959,95000,18.3954,59.4507,,,1,0,95.8273,2315,5,2015-10-25
48960,66000,8.84276,,,,0,0,96.723,1544,2,2010-04-01
48961,700,11.0088,49.1872,1.40364,,0,0,57.947,2517,2,2012-05-26
48962,560,33.9854,77.5063,,12.3374,0,0,84.7805,2159,2,2017-10-15
48963,9200,69.3838,86.9175,,14.0554,0,0,72.3242,212,2,2012-11-02
48964,890,40.0834,54.3882,,,1,0,55.6738,2508,3,2012-09-10
48965,520,21.0888,36.6108,2.61618,,1,0,31.6967,2876,2,2016-05-20
48966,95000,62.3766,71.786,,,0,0,88.8052,2134,4,2019-02-10
48967,6600,35.1323,,1.01092,14.4363,1,0,26.837,201,3,2013-10-16
48968,,33.9753,68.5307,,,0,0,20.5158,1410,5,2020-01-26
48969,590,60.3649,36.8142,,,0,0,71.0176,2808,4,2011-01-13
48970,690,49.3454,83.1331,,,1,0,40.6703,2362,3,2019-09-25
48971,630,56.6746,82.2885,2.71436,,1,0,21.8131,2388,5,2013-10-21
48972,5200,40.03,,,,0,0,31.0552,2213,2,2018-04-03
48973,68000,59.0302,52.5358,1.77225,,0,0,21.3837,2750,4,2017-08-16
48974,89000,,60.8762,,,1,0,64.7914,934,3,2016-05-27
48975,5300,68.0323,42.1255,1.66078,13.3224,1,0,18.9328,2412,4,2011-01-06
48976,580,23.2105,76.2568,2.42702,9.91986,0,0,19.3167,1993,4,2018-12-14
48977,50000,12.0833,82.392,,,0,0,40.9498,2812,2,2019-09-01
48978,99000,29.5551,38.61,1.2178,13.4508,0,0,25.6279,701,1,2020-01-30
48979,900,62.3672,31.4885,,9.95828,0,0,81.3534,922,4,2014-02-06
48980,73000,73.6531,88.3974,,,1,0,21.8478,2501,3,2011-08-01
48981,570,25.9928,36.3228,1.41006,,0,0,21.3371,2465,2,2015-01-22
48982,960,76.1559,79.9707,2.14776,,0,0,22.3433,1209,1,2018-07-04
48983,770,23.0962,66.1767,,12.7995,0,0,29.9218,1316,2,2011-07-06
48984,6700,66.3367,96.726,,9.02449,0,0,14.2328,2788,3,2012-07-07
48985,8100,72.0127,44.075,,13.1106,0,0,71.6256,2451,2,2010-03-14
48986,9000,61.6275,53.2204,,,0,0,88.2746,2560,3,2020-06-18
48987,59000,44.8231,96.0421,,13.2482,0,0,37.9445,2522,4,2011-06-10
48988,910,,57.043,,9.51517,0,0,62.6332,2709,2,2012-12-02
48989,8500,,95.1605,,12.3183,0,0,14.1263,2394,1,2011-06-19
48990,90000,50.657,62.2944,,,0,0,20.1493,1434,3,2019-11-13
48991,7700,23.7657,86.1884,,,0,0,95.1024,2114,3,2013-12-27
48992,56000,77.4848,33.3526,,13.1286,0,0,99.7379,2510,4,2014-01-15
48993,730,26.6112,,1.0552,,0,0,36.0222,690,2,2012-08-12
48994,86000,,,1.3242,13.3578,0,0,89.6446,9,4,2011-09-04
48995,57000,71.4007,,1.39985,12.202,0,0,16.5669,541,1,2012-06-10
48996,,77.7421,80.7279,,,0,0,99.0383,2535,2,2021-01-10
48997,820,72.1129,76.3213,,,0,0,70.1059,2746,4,2014-11-10
48998,790,54.4659,77.809,,10.6432,0,0,48.4742,2410,2,2014-05-16
48999,7500,7.45648,70.6037,1.53441,,1,0,46.0554,2137,4,2010-11-06
49000,5300,52.4558,40.0027,1.41182,,0,0,63.544,1443,3,2016-08-18
49001,91000,20.146,72.9583,,12.3804,0,0,83.3486,502,1,2012-07-27
49002,7600,12.5673,55.4483,,,0,0,26.1346,148,1,2017-12-23
49003,77000,67.0012,97.7092,1.5273,,0,0,91.3691,2231,3,2012-08-27
49004,,,92.6243,2.90348,12.502,0,0,50.3284,2075,2,2018-04-04
49005,9400,77.2212,34.4597,1.37474,,0,0,46.706,2175,4,2014-09-20
49006,650,62.5213,30.1656,1.15819,,0,1,22.2681,2882,1,2017-06-11
49007,83000,44.7971,63.4801,1.3129,,1,0,57.5769,2965,1,2016-02-23
49008,9600,54.3297,,,11.44,0,0,94.4183,1892,5,2012-03-29
49009,,52.666,98.8911,,13.668,0,0,59.7271,2969,3,2017-07-22
49010,80000,57.1354,88.4508,,,0,0,17.8829,1955,4,2014-11-17
49011,83000,18.387,35.6916,,,0,0,55.9605,1370,5,2014-07-04
49012,60000,48.445,74.4295,,10.0096,0,0,80.5098,2617,4,2011-04-04
49013,50000,,37.8262,,14.037,0,0,27.4449,2023,2,2011-07-15
49014,75000,13.9324,,1.29748,11.9239,1,0,83.9795,1236,1,2014-03-26
49015,,66.6735,58.327,,,0,0,85.3858,2870,1,2016-03-25
49016,720,,,2.66458,12.461,0,0,45.6037,2766,2,2014-12-09
49017,76000,20.8262,99.3372,2.61421,12.6432,0,0,64.8587,1968,4,2016-04-11
49018,580,,90.6399,1.6507,,0,0,68.0914,1149,1,2010-04-28
49019,6100,9.0513,,1.34689,,0,0,84.0482,1534,4,2012-06-30
49020,59000,49.6681,70.547,,,0,0,43.4221,2951,2,2016-12-17
49021,5200,76.7528,,,14.5069,0,0,60.8607,2346,4,2017-09-02
49022,61000,72.4026,46.8961,,14.6996,0,0,64.2038,2518,2,2010-11-14
49023,97000,12.6869,84.8206,1.826,,0,0,16.3895,153,4,2018-08-09
49024,720,67.9127,62.4012,1.88104,13.5475,0,0,60.8683,2804,4,2012-03-17
49025,9800,47.6487,93.274,1.55101,12.36,0,0,45.568,1405,4,2015-09-30
49026,670,77.3711,,,,0,0,22.0752,2011,4,2020-10-21
49027,80000,58.4559,52.4613,,,0,0,95.033,733,4,2015-08-22
49028,63000,56.2657,63.4313,,,0,0,31.7391,982,3,2015-12-14
49029,65000,17.7196,63.6971,2.52669,,1,0,58.2245,1344,3,2013-12-17
49030,74000,17.3666,,,,0,0,19.8945,968,1,2011-01-12
49031,80000,36.4905,58.3461,,,0,0,49.2107,1276,3,2014-02-03
49032,580,39.7537,79.5679,,10.929,1,0,92.4755,3010,2,2015-04-19
49033,8300,57.9446,76.6255,2.55232,,0,0,79.5725,743,4,2019-03-26
49034,5600,58.9325,36.2364,,,0,0,27.8094,2119,5,2018-07-06
49035,8000,47.9171,50.6258,,,0,0,38.4992,1088,3,2020-01-21
49036,620,10.5643,79.7805,1.5029,14.9628,1,0,95.2025,1556,1,2018-02-15
49037,7000,66.5758,31.5605,1.22386,13.2182,1,0,30.9742,1188,3,2015-11-08
49038,750,50.7547,76.2145,1.59449,,0,0,79.5934,3012,2,2014-04-18
49039,580,71.9373,83.0672,,,1,0,67.5268,2720,2,2018-11-03
49040,790,22.9878,71.5218,,12.6614,0,0,59.3575,969,1,2013-10-18
49041,94000,75.366,66.254,1.08718,10.1622,0,0,40.6977,1649,4,2014-04-26
49042,57000,76.4319,39.4337,,,0,0,43.5262,2373,1,2020-03-28
49043,880,43.4715,83.1617,,,0,0,12.9061,2283,3,2016-05-28
49044,7500,37.3588,33.7794,,,1,0,96.2435,2352,1,2017-08-17
49045,8500,48.7665,95.7732,,,1,0,64.1888,2147,5,2015-05-13
49046,76000,19.6706,,,,0,0,24.5926,2964,5,2012-09-24
49047,79000,20.8773,31.8631,,,0,0,82.293,2587,3,2012-07-03
49048,5900,49.2404,,2.32143,,0,0,52.0427,2253,3,2019-06-05
49049,9300,,79.8051,,,0,0,14.2587,1022,5,2016-06-26
49050,68000,76.3781,,1.78305,12.3805,0,0,70.9632,1729,3,2018-07-18
49051,9000,,32.6966,,,0,0,44.1797,2239,3,2014-10-01
49052,80000,42.7246,97.8349,,,0,0,12.0145,2752,2,2014-07-16
49053,66000,37.0922,55.6242,,,0,0,64.426,51,2,2011-11-16
49054,6700,62.6586,,2.46901,,0,0,12.6334,981,2,2014-12-05
49055,5900,23.5599,47.5288,1.37983,,1,0,12.6832,2948,4,2020-01-01
49056,970,27.7327,51.6126,,,0,0,29.1448,2211,4,2011-09-13
49057,76000,6.98928,,,13.2993,0,0,19.7451,2670,4,2020-05-31
49058,800,79.7103,49.2168,,,0,0,40.5009,2435,2,2010-06-12
49059,7700,47.779,66.8335,1.69723,,0,0,14.7604,735,4,2012-07-05
49060,9100,19.5438,62.9572,,,1,0,34.6308,1942,1,2014-12-15
49061,73000,10.8071,95.5485,,14.6777,0,0,27.2351,2594,1,2011-10-22
49062,9600,,62.8056,,10.29,0,0,35.8378,2857,3,2010-03-13
49063,5900,22.7749,63.8318,,,0,0,46.1938,2317,4,2019-04-28
49064,520,34.1114,91.5007,2.54649,,0,0,49.8326,2828,5,2016-07-11
49065,92000,16.7355,,1.51112,,0,0,68.6722,1349,1,2010-10-15
49066,91000,65.5016,45.4077,,9.10065,0,0,63.485,752,1,2020-04-01
49067,,51.1548,77.3297,,13.4352,0,0,10.9373,1092,4,2013-01-24
49068,9900,14.3066,,1.06732,,0,0,99.6355,2010,2,2014-01-25
49069,78000,20.576,87.5415,1.345,,0,0,55.4803,56,2,2015-03-22
49070,92000,74.7214,39.527,,,0,0,90.1833,2890,2,2019-02-24
49071,62000,78.2029,91.7512,,13.6281,0,0,24.6295,2621,4,2020-02-17
49072,8200,50.47,,1.32814,,0,0,85.2653,1297,2,2011-12-26
49073,9600,43.8807,69.3631,,,0,0,10.5646,1869,1,2012-07-11
49074,60000,27.3566,43.0564,,,0,0,34.6907,2978,1,2019-09-29
49075,580,,57.8341,,,0,0,12.7244,955,2,2012-08-24
49076,7200,,93.9292,,9.45748,0,0,27.3346,2961,5,2018-06-23
49077,670,21.9188,42.8543,1.19461,12.1228,0,0,61.2976,248,3,2015-07-04
49078,8500,28.8889,49.1106,1.79804,,0,0,20.146,1010,3,2010-12-23
49079,70000,66.0635,86.8902,1.02442,10.8939,1,0,96.6795,1665,4,2017-11-21
49080,9000,54.302,59.477,2.78268,,0,0,30.9754,1698,1,2013-01-05
49081,9100,6.3209,91.3623,,,0,0,39.7822,2761,2,2018-04-20
49082,6600,34.9311,66.3044,,12.1912,0,0,52.9903,2747,1,2017-04-04
49083,54000,,92.073,2.02853,,0,1,27.4804,2561,3,2020-07-04
49084,6000,55.328,89.9035,2.35344,,0,0,87.2612,490,1,2016-06-17
49085,95000,25.1461,37.4782,1.8357,,0,0,75.7148,2944,2,2017-04-28
49086,87000,33.9781,66.7676,,10.3049,0,0,47.1962,2087,4,2020-08-06
49087,8000,62.4938,51.123,1.0602,,0,0,38.0495,3080,1,2013-06-03
49088,9500,,82.9575,,13.6834,0,0,76.9391,1336,3,2014-04-21
49089,660,15.2155,,1.66009,13.8731,0,0,25.1262,2188,1,2019-07-21
49090,82000,59.8877,82.5961,,,0,0,19.3544,2571,5,2018-05-10
49091,790,,90.5774,2.89708,12.6495,0,0,85.4574,2486,3,2018-10-02
49092,950,,54.6264,1.86261,,1,0,90.4733,2613,3,2015-05-29
49093,97000,54.995,37.8071,,,0,0,74.8329,1832,1,2011-10-14
49094,620,60.2743,46.1683,1.73906,,0,0,42.896,2432,1,2013-11-19
49095,690,53.8319,36.7335,,10.4432,0,0,42.1224,2668,4,2011-12-29
49096,580,22.1938,60.3511,,9.90877,0,0,14.8599,189,4,2014-02-14
49097,77000,36.2119,39.792,1.00197,12.5457,0,0,97.3323,2051,4,2010-12-01
49098,920,57.9432,73.2792,2.36021,9.86885,0,0,63.0736,1733,3,2020-12-03
49099,,48.2068,55.0773,,14.1407,0,0,37.5713,2717,4,2016-11-03
49100,,42.7853,46.9749,2.36747,,0,0,10.7038,3081,3,2016-02-26
49101,9900,53.032,67.7287,2.94625,11.3278,0,0,23.6553,2972,4,2020-09-16
49102,99000,45.9476,84.7139,,,0,0,82.6575,2607,2,2019-06-25
49103,95000,55.1624,67.6595,,,0,0,96.5624,2959,3,2014-03-16
49104,99000,68.8765,94.1921,2.77975,9.01843,0,1,24.0754,487,1,2018-05-19
49105,90000,64.6306,78.7126,1.87601,,0,0,56.3337,139,2,2019-06-17
49106,68000,16.9303,99.9067,,11.5124,1,0,58.9144,1859,4,2012-10-07
49107,530,72.3167,91.4105,1.69111,,0,0,11.4499,2841,3,2012-01-05
49108,8500,29.0522,64.4163,,9.86137,0,0,39.7353,351,1,2013-03-05
49109,820,34.1905,82.7168,,12.2767,0,0,99.909,2706,4,2012-04-13
49110,9100,24.9493,74.029,,13.944,1,0,85.3487,2967,1,2011-07-12
49111,940,22.6745,85.8759,,,0,0,67.8472,2200,2,2017-03-27
49112,8800,78.7705,89.8423,,,1,0,99.5991,353,2,2019-06-09
49113,690,38.4974,78.7243,,10.2586,0,0,43.8214,2768,1,2013-08-06
49114,540,21.3681,68.734,1.85773,14.252,0,0,83.785,2106,1,2020-07-16
49115,740,21.1735,88.0518,,11.6645,0,0,94.8486,1783,4,2017-09-11
49116,810,39.7697,,1.64486,,0,0,74.2448,1966,4,2015-08-04
49117,920,37.4964,60.2504,,11.1816,0,0,18.3574,1673,4,2010-09-24
49118,690,53.4307,82.9124,2.83133,13.2854,1,0,58.9326,1653,3,2012-11-11
49119,5200,6.66838,74.7605,2.72971,11.297,0,0,74.1177,1885,4,2020-03-30
49120,520,,73.0537,1.31267,,0,0,31.4759,2572,1,2011-03-27
49121,6900,50.7792,88.0704,,,1,0,35.4354,2609,4,2016-10-30
49122,8900,72.451,96.0379,,,0,0,33.9982,1214,3,2019-10-21
49123,61000,74.3977,,2.21298,,0,0,84.5093,2862,3,2015-07-24
49124,790,56.829,42.7088,2.62877,14.6569,0,0,46.1259,2288,4,2017-11-28
49125,690,40.2811,38.5432,2.05828,11.9665,0,0,14.726,2735,3,2010-05-25
49126,51000,24.8959,62.8116,,,1,0,34.1562,2874,5,2014-09-21
49127,80000,36.8478,,2.52365,,1,0,20.4323,2015,2,2010-03-14
49128,990,16.5067,86.7523,2.67751,,1,0,67.6687,3099,3,2019-09-07
49129,8500,70.8804,62.9151,,,0,0,92.5683,1935,3,2017-10-01
49130,8600,40.4747,31.72,1.6117,9.97728,1,1,97.8645,2440,1,2019-07-26
49131,6200,78.3823,75.5829,,,0,0,30.0022,2939,1,2017-07-23
49132,5800,44.5094,62.6296,,13.9027,0,0,98.2241,1660,1,2015-08-17
49133,6800,26.2596,82.7053,,10.9654,0,0,82.5747,2004,4,2015-03-07
49134,72000,8.26317,48.0421,2.80178,,0,0,95.9757,2713,2,2011-09-27
49135,83000,7.09536,50.65,,,0,0,17.3201,2425,1,2013-05-07
49136,910,54.3246,87.777,,,0,0,57.1247,2226,2,2019-11-12
49137,50000,55.9711,,,,0,0,56.4279,2696,4,2013-01-19
49138,63000,53.7265,32.1357,,,0,0,13.405,2879,2,2012-02-17
49139,820,77.187,49.1615,1.23016,,1,0,40.9275,3108,4,2018-01-16
49140,7000,69.6715,74.7632,,11.0903,0,0,26.8005,2463,4,2014-07-23
49141,9600,69.3906,53.7028,,12.4014,0,0,45.7463,2363,3,2018-08-02
49142,720,42.6144,,2.31958,,0,0,98.3143,2503,4,2010-03-31
49143,60000,32.2758,72.1123,,13.0048,1,0,77.0302,2108,3,2012-01-09
49144,67000,70.9557,43.3604,,,0,0,39.7775,2401,3,2018-01-09
49145,800,15.0288,89.9968,2.28607,,0,0,51.5072,2285,4,2011-02-13
49146,5300,45.8193,,,,0,0,85.8583,1185,1,2020-05-10
49147,7600,,46.0677,,9.03991,1,0,56.6519,2677,4,2011-10-24
49148,7600,16.445,32.3513,,,0,0,91.0479,2642,2,2012-04-15
49149,790,,68.4062,1.4561,,0,0,48.0473,2818,4,2017-03-25
49150,6400,27.3903,38.9285,,9.55209,0,0,67.8777,2100,3,2017-06-11
49151,770,39.6269,96.7202,2.54884,,0,0,96.5024,2620,3,2013-05-23
49152,5600,45.1009,30.735,,10.9142,0,0,48.3998,2567,1,2019-02-04
49153,,,,1.80158,10.03,0,0,88.9558,2892,3,2010-09-05
49154,70000,20.0621,75.9021,2.09835,,0,0,16.0954,2516,4,2015-08-10
49155,76000,64.6973,69.0731,,,0,0,75.2684,1480,1,2020-05-13
49156,9700,62.7813,58.1165,,,0,0,89.6571,2192,2,2010-11-27
49157,85000,57.2749,76.4831,,9.26984,0,0,98.1482,2475,4,2013-12-02
49158,750,77.4276,77.4387,,,0,0,60.4365,393,2,2017-05-04
49159,6000,50.3343,65.0315,2.52249,,0,0,19.3494,2588,2,2017-12-25
49160,530,58.6343,30.2254,,,1,0,32.1775,2887,2,2014-09-26
49161,90000,69.1186,67.0069,1.17325,,1,0,48.482,1766,1,2012-07-26
49162,9900,20.8812,50.937,1.71662,11.3383,0,0,43.7812,3042,3,2013-05-15
49163,770,,55.0199,1.44269,,0,0,47.167,2533,1,2016-06-20
49164,7600,49.9806,76.1706,2.56377,,0,0,12.0444,2103,4,2013-10-04
49165,55000,33.7828,,,9.82342,1,0,65.3464,821,2,2015-01-05
49166,790,6.42364,,,,0,0,69.6231,2898,1,2011-08-12
49167,760,7.43624,,,9.82655,1,0,27.0244,2852,1,2014-04-05
49168,6700,68.5775,34.8479,1.69741,9.89799,0,0,47.8458,2230,2,2011-11-10
49169,770,35.8082,37.4397,2.22457,,0,0,76.4649,2461,1,2017-03-11
49170,820,60.4398,45.7975,,10.9168,0,0,47.724,2355,3,2018-11-16
49171,60000,76.4148,98.1867,,10.0203,1,0,27.8168,183,4,2012-07-16
49172,850,76.5073,45.8276,,,0,0,14.9524,1708,1,2019-08-23
49173,960,37.402,31.7867,1.58237,,1,0,28.0051,520,5,2015-11-11
49174,720,47.0435,30.0115,,,1,0,57.3173,812,1,2015-09-09
49175,730,45.2023,55.9869,,,0,0,85.7296,1702,2,2013-09-10
49176,94000,66.0432,65.2259,1.78108,11.417,0,0,37.1212,2527,2,2016-08-02
49177,88000,40.3094,,1.1088,,0,0,56.968,2562,2,2017-10-13
49178,7500,63.7592,32.0653,2.01235,12.3493,0,0,54.7318,1903,4,2018-07-30
49179,56000,,76.5886,1.75098,13.5208,0,0,94.6187,2349,1,2016-10-15
49180,92000,17.2778,,2.76675,,0,0,28.8677,1925,1,2011-01-30
49181,8900,14.1648,49.5725,,13.8344,0,0,77.5044,3071,1,2012-11-29
49182,6000,46.1752,43.2886,2.63512,12.3621,0,0,29.3844,2687,4,2018-12-15
49183,540,9.44203,36.5476,,10.7869,0,0,29.6214,2912,3,2012-06-14
49184,6600,47.8002,,,13.8163,0,0,34.6906,2500,2,2010-04-23
49185,6900,,40.8001,2.37621,,0,0,11.3621,524,3,2016-03-04
49186,9800,,61.4001,,,0,0,81.6025,3085,1,2019-07-04
49187,77000,74.4618,83.0569,,,0,0,19.2682,2981,1,2014-12-13
49188,9900,14.4509,72.0027,2.48727,,1,0,76.4794,2568,4,2020-08-13
49189,8900,15.4575,93.6866,,,0,0,30.7073,239,3,2012-06-01
49190,850,56.8798,74.3026,2.68329,13.0134,0,0,27.663,2246,2,2012-06-11
49191,8000,31.7796,99.6148,1.36327,,0,0,58.9765,2682,2,2015-12-11
49192,77000,26.4126,66.0914,,,1,0,95.9915,2591,2,2016-10-02
49193,72000,19.685,86.0173,,,0,0,94.0556,208,1,2015-03-10
49194,,61.7282,,,10.1567,0,0,18.75,2117,2,2013-04-23
49195,660,48.9847,87.013,2.06834,,0,0,78.3184,1053,3,2011-12-29
49196,53000,,62.6469,,,0,0,11.9651,2861,1,2015-03-20
49197,8100,10.8356,47.4664,,,1,0,61.1473,3121,1,2014-10-27
49198,600,36.761,86.1465,,,0,0,74.9857,1098,5,2019-04-22
49199,9400,,35.2666,,,0,0,74.4311,2680,1,2013-01-05
49200,98000,75.6903,83.0106,,12.1765,0,0,81.8841,3092,4,2020-07-20
49201,55000,66.8525,50.4246,2.71176,14.3761,0,0,68.8339,2301,3,2016-02-06
49202,640,38.8453,50.7701,,,0,0,18.8061,2926,2,2020-12-29
49203,5600,33.2064,81.1986,,,0,0,24.583,2423,4,2016-02-21
49204,97000,41.8887,94.1416,,,1,0,10.3234,2672,3,2019-05-26
49205,5500,68.967,98.5925,1.5697,12.7929,0,0,50.0609,1049,1,2014-11-26
49206,51000,,48.8549,2.39976,9.94124,1,0,91.55,2909,4,2014-10-17
49207,670,41.1782,,,,0,0,30.3947,3199,3,2013-03-27
49208,590,43.6983,64.6726,,,0,0,41.6385,2313,2,2016-01-13
49209,9400,41.1474,97.563,,12.6085,0,0,30.3657,1992,1,2011-12-01
49210,,34.589,91.8101,1.29515,,0,0,48.1472,2908,2,2013-10-12
49211,5700,49.4045,30.24,,,0,0,42.6891,136,1,2014-03-01
49212,950,19.9377,30.5646,2.31205,9.89417,0,0,53.4165,2240,3,2016-05-21
49213,620,69.9882,68.3947,,10.648,0,0,65.8177,1379,1,2010-07-21
49214,50000,72.5834,82.9416,1.38269,10.717,1,0,90.4817,2453,1,2016-11-25
49215,5000,79.8986,61.4943,,12.8958,1,0,54.6731,1767,3,2011-10-28
49216,8700,34.0189,98.6697,,13.7469,1,0,29.0976,3035,5,2014-08-28
49217,,30.3879,99.3134,1.0484,,0,0,24.1598,2386,4,2010-12-01
49218,6100,79.0221,49.5006,,,0,0,22.4763,2624,2,2016-02-28
49219,67000,45.9971,44.8278,,14.4778,1,0,10.6823,2659,4,2018-08-17
49220,76000,69.2628,69.9356,1.0953,,0,0,83.7439,2433,1,2016-07-19
49221,6900,10.1592,66.6386,1.63245,,0,0,60.3549,562,2,2017-09-15
49222,74000,,33.6314,,,0,0,50.545,2472,3,2014-09-08
49223,600,55.1923,47.1685,,,0,1,27.1385,1273,4,2020-06-26
49224,91000,27.3185,,,,0,0,58.8019,2779,2,2014-09-30
49225,6800,26.4194,,,,0,0,88.7475,338,1,2012-12-06
49226,90000,41.5297,95.0042,,13.8184,1,0,31.8253,41,3,2016-10-30
49227,920,24.3253,57.2504,2.41948,,0,0,20.8968,3225,1,2014-06-16
49228,55000,29.5439,80.7173,1.7159,9.14437,1,0,19.255,2343,4,2012-07-21
49229,64000,55.6567,76.5559,1.90412,11.864,0,0,78.9989,2534,2,2013-09-12
49230,570,,68.7564,2.81863,,0,0,83.7645,2759,2,2019-07-09
49231,640,48.1649,51.4224,2.14467,14.1007,0,0,75.9738,2795,1,2011-10-07
49232,99000,22.1233,58.7844,,10.7757,0,0,81.9823,1921,1,2019-07-09
49233,5600,78.7117,65.5398,,,0,0,80.3007,729,1,2015-07-26
49234,560,33.4301,,,13.1043,0,0,22.7346,2122,3,2017-04-13
49235,8600,71.6717,98.3612,1.68139,10.4825,1,0,60.0338,2789,4,2016-01-10
49236,60000,6.64101,45.6402,,9.59153,0,0,68.6983,2566,2,2012-12-16
49237,530,51.3532,94.7449,,,0,1,14.8014,2266,3,2012-10-24
49238,6500,58.3498,,,,0,0,29.298,1703,3,2014-02-05
49239,6200,33.1979,72.9763,,,0,0,84.6298,2458,1,2016-06-12
49240,610,13.103,44.8013,2.35352,9.93834,1,0,19.812,3188,3,2011-05-20
49241,83000,27.8705,81.2952,,13.1206,0,0,61.2078,2917,2,2016-04-09
49242,560,28.3108,95.39,1.51786,,0,0,77.6297,1169,2,2019-12-16
49243,640,52.9866,55.4309,,9.43208,0,0,56.1136,3128,4,2018-09-14
49244,5700,8.47685,,,13.354,0,0,82.5601,3026,1,2019-09-05
49245,6600,48.2946,,,,0,0,84.9739,3028,3,2019-04-29
49246,840,19.2112,44.6961,,,0,0,15.56,2428,2,2020-08-07
49247,8000,31.0574,87.6926,1.14111,,0,0,40.1737,2118,2,2016-03-15
49248,9900,74.5132,76.1275,1.20216,,0,0,13.5739,1755,2,2019-05-01
49249,610,25.4693,63.8372,,9.74778,0,0,64.0769,2622,4,2011-06-27
49250,7600,64.2964,91.2468,,10.1613,0,0,59.2208,2758,4,2018-05-18
49251,8800,31.881,71.7626,,10.8684,1,0,87.8053,2595,1,2014-04-19
49252,84000,72.3937,93.122,,13.9477,0,0,48.671,2906,1,2019-09-14
49253,86000,69.2971,35.9079,,10.1361,0,0,74.3034,2608,4,2010-09-05
49254,9900,62.7061,46.6732,1.26756,13.1321,0,0,90.6871,3031,1,2017-07-04
49255,7000,8.98765,34.5972,2.03229,12.6152,0,0,31.5292,2837,2,2012-11-04
49256,680,21.5728,87.3476,,,0,0,28.2889,2859,3,2011-06-01
49257,940,32.6018,87.6996,2.08809,,0,0,91.6676,3033,4,2010-07-06
49258,86000,26.498,43.1463,1.63061,,0,0,65.7811,3142,4,2011-05-25
49259,7700,45.534,32.6386,,,0,0,21.5759,2341,2,2016-06-20
49260,9700,18.4259,46.2109,,12.1158,0,0,28.2355,3176,1,2019-02-12
49261,970,71.6767,68.6279,,,1,0,80.6532,3052,2,2010-05-03
49262,530,23.5634,79.3792,,12.1491,0,0,21.1397,2869,4,2010-09-06
49263,97000,45.4231,33.2561,,13.077,0,0,62.6397,3211,4,2012-05-03
